name,salary
Aaron Rodgers,"$33,500,000  "
Matt Ryan,"$30,000,000  "
Kirk Cousins,"$28,000,000  "
Jimmy Garoppolo,"$27,500,000  "
Matthew Stafford,"$27,000,000  "
Derek Carr,"$25,000,000  "
Drew Brees,"$25,000,000  "
Andrew Luck,"$24,594,000  "
Khalil Mack,"$23,500,000  "
Alex Smith,"$23,500,000  "
Aaron Donald,"$22,500,000  "
Joe Flacco,"$22,133,333  "
Russell Wilson,"$21,900,000  "
Ben Roethlisberger,"$21,850,000  "
Eli Manning,"$21,000,000  "
Philip Rivers,"$20,812,500  "
Cam Newton,"$20,760,000  "
Ryan Tannehill,"$19,250,000  "
Von Miller,"$19,016,667  "
"Odell Beckham, Jr.","$18,000,000  "
Blake Bortles,"$18,000,000  "
Case Keenum,"$18,000,000  "
Ezekiel Ansah,"$17,143,000  "
DeMarcus Lawrence,"$17,143,000  "
Fletcher Cox,"$17,100,000  "
Olivier Vernon,"$17,000,000  "
Antonio Brown,"$17,000,000  "
Justin Houston,"$16,833,333  "
J.J. Watt,"$16,667,571  "
Mike Evans,"$16,500,000  "
Chandler Jones,"$16,500,000  "
Geno Atkins,"$16,300,000  "
Brandin Cooks,"$16,200,000  "
DeAndre Hopkins,"$16,200,000  "
Kawann Short,"$16,100,000  "
Marcell Dareus,"$16,095,686  "
Sammy Watkins,"$16,000,000  "
Andy Dalton,"$16,000,000  "
Taylor Lewan,"$16,000,000  "
Melvin Ingram,"$16,000,000  "
Gerald McCoy,"$15,866,667  "
Jason Pierre-Paul,"$15,500,000  "
Nate Solder,"$15,500,000  "
Tyrod Taylor,"$15,250,000  "
Jurrell Casey,"$15,100,000  "
Jarvis Landry,"$15,100,000  "
Josh Norman,"$15,000,000  "
Tom Brady,"$15,000,000  "
A.J. Green,"$15,000,000  "
Calais Campbell,"$15,000,000  "
Jake Matthews,"$14,500,000  "
Davante Adams,"$14,500,000  "
Trumaine Johnson,"$14,500,000  "
Everson Griffen,"$14,500,000  "
Danielle Hunter,"$14,400,000  "
Stefon Diggs,"$14,400,000  "
Todd Gurley,"$14,375,000  "
Robert Quinn,"$14,253,724  "
Julio Jones,"$14,251,209  "
Malik Jackson,"$14,250,000  "
Xavier Rhodes,"$14,020,000  "
Patrick Peterson,"$14,010,000  "
Ndamukong Suh,"$14,000,000  "
Allen Robinson,"$14,000,000  "
Kyle Fuller,"$14,000,000  "
Zack Martin,"$14,000,000  "
Demaryius Thomas,"$14,000,000  "
Desmond Trufant,"$13,750,000  "
Trent Williams,"$13,600,000  "
Carlos Dunlap,"$13,550,000  "
A.J. Bouye,"$13,500,000  "
Andrew Norwell,"$13,300,000  "
Russell Okung,"$13,250,000  "
Clay Matthews,"$13,200,000  "
Alshon Jeffery,"$13,000,000  "
Eric Berry,"$13,000,000  "
Stephon Gilmore,"$13,000,000  "
David Johnson,"$13,000,000  "
Terron Armstead,"$13,000,000  "
T.Y. Hilton,"$13,000,000  "
Linval Joseph,"$12,587,500  "
Janoris Jenkins,"$12,500,000  "
Jamie Collins,"$12,500,000  "
Luke Kuechly,"$12,360,313  "
Malcolm Butler,"$12,250,000  "
Tyron Smith,"$12,200,000  "
Darius Slay,"$12,037,500  "
Stephon Tuitt,"$12,000,288  "
Akiem Hicks,"$12,000,000  "
Timmy Jernigan,"$12,000,000  "
Eric Fisher,"$12,000,000  "
Cordy Glenn,"$12,000,000  "
Kam Chancellor,"$12,000,000  "
Reshad Jones,"$12,000,000  "
Kevin Zeitler,"$12,000,000  "
David Bakhtiari,"$12,000,000  "
Nick Perry,"$11,800,000  "
Riley Reiff,"$11,750,000  "
Kelechi Osemele,"$11,700,000  "
Ryan Kerrigan,"$11,500,000  "
Doug Baldwin,"$11,500,000  "
Duane Brown,"$11,500,000  "
LaMarcus Joyner,"$11,287,000  "
Telvin Smith,"$11,262,794  "
Lane Johnson,"$11,252,000  "
Andrew Whitworth,"$11,250,000  "
Keenan Allen,"$11,250,000  "
Trai Turner,"$11,250,000  "
DeSean Jackson,"$11,166,667  "
Matt Kalil,"$11,100,000  "
Michael Brockers,"$11,083,333  "
Casey Hayward,"$11,083,333  "
Gabe Jackson,"$11,000,000  "
Larry Fitzgerald,"$11,000,000  "
Emmanuel Sanders,"$11,000,000  "
Cameron Jordan,"$11,000,000  "
Anthony Castonzo,"$10,953,000  "
Vontaze Burfict,"$10,844,667  "
Ali Marpet,"$10,825,000  "
Tyler Boyd,"$10,762,500  "
Bobby Wagner,"$10,750,000  "
Alec Ogletree,"$10,687,500  "
Eddie Goldman,"$10,510,000  "
Ryan Jensen,"$10,500,000  "
Dre Kirkpatrick,"$10,500,000  "
Brandon Williams,"$10,500,000  "
Brandon Linder,"$10,340,600  "
Jimmy Smith,"$10,275,500  "
Harrison Smith,"$10,250,000  "
Tyler Lockett,"$10,250,000  "
Corey Liuget,"$10,250,000  "
Mike Daniels,"$10,250,000  "
Michael Bennett,"$10,166,667  "
Lavonte David,"$10,050,000  "
Eric Kendricks,"$10,000,000  "
Kyle Long,"$10,000,000  "
Star Lotulelei,"$10,000,000  "
Benardrick McKinney,"$10,000,000  "
Earl Thomas,"$10,000,000  "
Logan Ryan,"$10,000,000  "
David DeCastro,"$10,000,000  "
Randall Cobb,"$10,000,000  "
Jimmy Graham,"$10,000,000  "
Josh McCown,"$10,000,000  "
Cameron Heyward,"$9,866,667  "
Donte Moncrief,"$9,600,000  "
Aqib Talib,"$9,500,000  "
Robert Alford,"$9,500,000  "
T.J. Lang,"$9,500,000  "
Ricky Wagner,"$9,500,000  "
Devin McCourty,"$9,500,000  "
Christian Kirksey,"$9,500,000  "
Weston Richburg,"$9,500,000  "
Pierre Garcon,"$9,500,000  "
Travis Frederick,"$9,400,010  "
Travis Kelce,"$9,368,400  "
Jordan Reed,"$9,350,000  "
Donald Penn,"$9,350,000  "
Dontari Poe,"$9,333,333  "
Jason Peters,"$9,250,000  "
Charles Leno,"$9,250,000  "
Damon Harrison,"$9,250,000  "
Derek Wolfe,"$9,175,000  "
Richard Sherman,"$9,050,000  "
Prince Amukamara,"$9,000,000  "
Mark Barron,"$9,000,000  "
Jerry Hughes,"$9,000,000  "
Alex Mack,"$9,000,000  "
Anthony Hitchens,"$9,000,000  "
Tyrone Crawford,"$9,000,000  "
Rob Gronkowski,"$9,000,000  "
Shaq Mason,"$9,000,000  "
Justin Britt,"$9,000,000  "
Joe Haden,"$9,000,000  "
Ron Leary,"$9,000,000  "
Justin Pugh,"$8,955,000  "
Rodney Hudson,"$8,900,000  "
Dont'a Hightower,"$8,875,000  "
Maurkice Pouncey,"$8,827,325  "
Malcolm Jenkins,"$8,750,000  "
Greg Olsen,"$8,550,000  "
Joel Bitonio,"$8,527,463  "
Jabaal Sheard,"$8,500,000  "
Zach Ertz,"$8,500,000  "
Kareem Jackson,"$8,500,000  "
Aaron Colvin,"$8,500,000  "
Delanie Walker,"$8,500,000  "
Tony Jefferson,"$8,500,000  "
Marqise Lee,"$8,500,000  "
Chris Harris,"$8,500,000  "
Corey Linsley,"$8,500,000  "
Larry Warford,"$8,500,000  "
Laurent Duvernay-Tardif,"$8,472,600  "
Ryan Kalil,"$8,375,000  "
Devonta Freeman,"$8,250,000  "
Baker Mayfield,"$8,170,745  "
Rob Havenstein,"$8,125,000  "
Cameron Wake,"$8,062,500  "
Demario Davis,"$8,000,000  "
Sheldon Richardson,"$8,000,000  "
Brandon Brooks,"$8,000,000  "
Trey Burton,"$8,000,000  "
LeSean McCoy,"$8,000,000  "
Nigel Bradham,"$8,000,000  "
Paul Richardson,"$8,000,000  "
Zach Brown,"$8,000,000  "
Marvin Jones,"$8,000,000  "
Andre Branch,"$8,000,000  "
Kenny Stills,"$8,000,000  "
Albert Wilson,"$8,000,000  "
Mike Iupati,"$8,000,000  "
Brandon Marshall,"$8,000,000  "
Kelvin Beachum,"$8,000,000  "
Marshal Yanda,"$7,979,412  "
Andy Levitre,"$7,800,000  "
Saquon Barkley,"$7,798,688  "
Brian Orakpo,"$7,750,000  "
Travis Carrie,"$7,750,000  "
Morgan Moses,"$7,700,000  "
La'el Collins,"$7,700,000  "
Vinny Curry,"$7,666,667  "
Myles Garrett,"$7,603,064  "
Charles Clay,"$7,600,000  "
Sam Darnold,"$7,561,929  "
Avery Williamson,"$7,500,000  "
Trent Murphy,"$7,500,000  "
Mario Addison,"$7,500,000  "
Mike Pouncey,"$7,500,000  "
Jerick McKinnon,"$7,500,000  "
Joe Staley,"$7,441,667  "
Max Unger,"$7,400,000  "
Dwayne Allen,"$7,350,000  "
Kyle Rudolph,"$7,300,000  "
Chris Hubbard,"$7,300,000  "
Denzel Ward,"$7,291,339  "
Mitchell Trubisky,"$7,258,106  "
Brian Winters,"$7,250,000  "
Kiko Alonso,"$7,227,500  "
Tashaun Gipson,"$7,200,000  "
Jordy Nelson,"$7,100,000  "
Solomon Thomas,"$7,038,592  "
Morris Claiborne,"$7,000,000  "
Rodney McLeod,"$7,000,000  "
Brent Grimes,"$7,000,000  "
Danny Trevathan,"$7,000,000  "
Sean Lee,"$7,000,000  "
Tyrann Mathieu,"$7,000,000  "
Zach Fulton,"$7,000,000  "
Tavon Austin,"$7,000,000  "
DaQuan Jones,"$7,000,000  "
Jermaine Gresham,"$7,000,000  "
Michael Crabtree,"$7,000,000  "
Jared Veldheer,"$7,000,000  "
Darian Stewart,"$7,000,000  "
Jared Goff,"$6,984,418  "
Spencer Long,"$6,850,000  "
Bradley Chubb,"$6,817,810  "
Cameron Brate,"$6,800,000  "
Robert Woods,"$6,800,000  "
Leonard Fournette,"$6,787,711  "
K.J. Wright,"$6,750,000  "
Josh Sitton,"$6,750,000  "
Derrick Morgan,"$6,750,000  "
Bobby McCain,"$6,750,000  "
Thomas Davis,"$6,750,000  "
Bryan Bulaga,"$6,750,000  "
Carson Wentz,"$6,669,085  "
Mitchell Schwartz,"$6,600,000  "
Vance McDonald,"$6,550,000  "
Eric Ebron,"$6,500,000  "
Jaquiski Tartt,"$6,500,000  "
Brandon Graham,"$6,500,000  "
Taylor Gabriel,"$6,500,000  "
Mohamed Sanu,"$6,500,000  "
Ricardo Allen,"$6,500,000  "
Glover Quin,"$6,500,000  "
Lamar Miller,"$6,500,000  "
Whitney Mercilus,"$6,500,000  "
Josh Kline,"$6,500,000  "
Eric Weddle,"$6,500,000  "
Marcus Cannon,"$6,482,000  "
Joey Bosa,"$6,468,421  "
Marquise Goodwin,"$6,416,667  "
Jermey Parnell,"$6,400,000  "
Corey Davis,"$6,348,672  "
Jameis Winston,"$6,337,819  "
Tahir Whitehead,"$6,333,333  "
D.J. Hayden,"$6,333,333  "
Jack Doyle,"$6,300,000  "
Ryan Schraeder,"$6,300,000  "
Rodger Saffold,"$6,269,447  "
Jason Kelce,"$6,250,000  "
Allen Bailey,"$6,250,000  "
John Cyprien,"$6,250,000  "
Buster Skrine,"$6,250,000  "
Ezekiel Elliott,"$6,239,085  "
Golden Tate,"$6,200,000  "
Quandre Diggs,"$6,200,000  "
Vince Williams,"$6,200,000  "
Marcus Gilbert,"$6,163,000  "
Micah Hyde,"$6,100,000  "
Marcus Mariota,"$6,053,494  "
T.J. McDonald,"$6,002,500  "
Mike Remmers,"$6,000,000  "
Teddy Bridgewater,"$6,000,000  "
Dion Sims,"$6,000,000  "
Bobby Massie,"$6,000,000  "
Allen Hurns,"$6,000,000  "
Danny Amendola,"$6,000,000  "
Alejandro Villanueva,"$6,000,000  "
Travis Benjamin,"$6,000,000  "
A.J. Klein,"$6,000,000  "
Quenton Nelson,"$5,972,227  "
Denico Autry,"$5,933,333  "
Kyle Van Noy,"$5,878,548  "
Brandon Carr,"$5,875,000  "
Dante Fowler Jr.,"$5,872,563  "
Jalen Ramsey,"$5,837,750  "
Devon Kennard,"$5,750,000  "
Amari Cooper,"$5,665,779  "
Jahleel Addae,"$5,625,000  "
J.C. Tretter,"$5,583,333  "
Jadeveon Clowney,"$5,568,250  "
Jamal Adams,"$5,564,685  "
Nick Foles,"$5,500,000  "
Laken Tomlinson,"$5,500,000  "
William Gholston,"$5,500,000  "
Demar Dotson,"$5,500,000  "
Kyle Williams,"$5,500,000  "
Julian Edelman,"$5,500,000  "
Tyler Eifert,"$5,500,000  "
Rashaan Melvin,"$5,500,000  "
Lane Taylor,"$5,500,000  "
Kurt Coleman,"$5,450,000  "
John Sullivan,"$5,375,000  "
Brandon Scherff,"$5,303,910  "
Malcolm Smith,"$5,300,000  "
Jared Cook,"$5,300,000  "
Josh Allen,"$5,295,760  "
Kyle Juszczyk,"$5,250,000  "
Austin Seferian-Jenkins,"$5,250,000  "
Nickell Robey-Coleman,"$5,225,000  "
Duke Johnson,"$5,203,333  "
Clint Boling,"$5,200,000  "
Terrell Suggs,"$5,175,000  "
Giovani Bernard,"$5,166,667  "
Ronnie Stanley,"$5,121,083  "
Carlos Hyde,"$5,083,333  "
Shawn Williams,"$5,046,250  "
Ryan Grant,"$5,000,000  "
Latavius Murray,"$5,000,000  "
Patrick Robinson,"$5,000,000  "
Beau Allen,"$5,000,000  "
Vernon Davis,"$5,000,000  "
Stacy McGee,"$5,000,000  "
Chase Daniel,"$5,000,000  "
Adrian Clayborn,"$5,000,000  "
Johnathan Joseph,"$5,000,000  "
Andre Hal,"$5,000,000  "
Kareem Martin,"$5,000,000  "
A.J. McCarron,"$5,000,000  "
Julius Peppers,"$5,000,000  "
Torrey Smith,"$5,000,000  "
John Brown,"$5,000,000  "
Todd Davis,"$5,000,000  "
Muhammad Wilkerson,"$5,000,000  "
Tramon Williams,"$5,000,000  "
Dion Lewis,"$4,950,000  "
Mike Williams,"$4,937,482  "
Adam Thielen,"$4,811,500  "
Morgan Burnett,"$4,783,333  "
James Carpenter,"$4,775,000  "
Cameron Meredith,"$4,750,000  "
Michael Johnson,"$4,750,000  "
Leonard Williams,"$4,657,717  "
Roquan Smith,"$4,619,292  "
Nevin Lawson,"$4,600,000  "
Mike McGlinchey,"$4,585,430  "
DeForest Buckner,"$4,547,749  "
Jermaine Kearse,"$4,500,000  "
Matt Schaub,"$4,500,000  "
Justin Ellis,"$4,500,000  "
Marshawn Lynch,"$4,500,000  "
Rhett Ellison,"$4,500,000  "
Bradley McDougald,"$4,500,000  "
Brandon Mebane,"$4,500,000  "
D.J. Swearinger,"$4,500,000  "
Brooks Reed,"$4,400,000  "
Josh Rosen,"$4,399,439  "
Ben Jones,"$4,375,000  "
Captain Munnerlyn,"$4,375,000  "
James Hurst,"$4,375,000  "
Christian McCaffrey,"$4,310,326  "
Stephen Gostkowski,"$4,300,000  "
John Ross,"$4,278,966  "
Brandon Fusco,"$4,250,000  "
Terrance Williams,"$4,250,000  "
Duron Harmon,"$4,250,000  "
Cordarrelle Patterson,"$4,250,000  "
Graham Gano,"$4,250,000  "
Antoine Bethea,"$4,250,000  "
Chris Boswell,"$4,201,500  "
Justin Tucker,"$4,200,000  "
Kevin White,"$4,140,762  "
Cameron Erving,"$4,139,610  "
Minkah Fitzpatrick,"$4,111,943  "
Patrick Mahomes,"$4,106,447  "
William Hayes,"$4,050,000  "
Mason Crosby,"$4,025,000  "
Earl Mitchell,"$4,000,000  "
Andrew Sendejo,"$4,000,000  "
Isaiah Crowell,"$4,000,000  "
Mike Wallace,"$4,000,000  "
Aaron Lynch,"$4,000,000  "
Daniel Sorensen,"$4,000,000  "
Preston Brown,"$4,000,000  "
Senio Kelemete,"$4,000,000  "
Chris Hogan,"$4,000,000  "
Marcus Gilchrist,"$4,000,000  "
Seth Roberts,"$4,000,000  "
James White,"$4,000,000  "
Seantrel Henderson,"$4,000,000  "
Bennie Logan,"$4,000,000  "
Ryan Succop,"$4,000,000  "
Corey Peters,"$4,000,000  "
Mike Glennon,"$4,000,000  "
Darren Fells,"$4,000,000  "
E.J. Gaines,"$4,000,000  "
Chris Smith,"$4,000,000  "
Mark Ingram,"$4,000,000  "
Jack Conklin,"$3,974,415  "
Thomas Morstead,"$3,962,500  "
Leonard Floyd,"$3,945,715  "
Daniel Kilgore,"$3,926,667  "
Patrick Chung,"$3,900,000  "
Garry Gilliam,"$3,875,000  "
Abry Jones,"$3,875,000  "
Cassius Marsh,"$3,850,000  "
Theo Riddick,"$3,850,000  "
Marshon Lattimore,"$3,839,891  "
Lawrence Guy,"$3,825,000  "
Matt Prater,"$3,800,000  "
Eli Apple,"$3,788,080  "
Brandon McManus,"$3,751,333  "
Bilal Powell,"$3,750,000  "
Cody Parkey,"$3,750,000  "
Domata Peko,"$3,750,000  "
Vita Vea,"$3,706,060  "
Ted Ginn Jr.,"$3,666,667  "
Adam Vinatieri,"$3,625,000  "
Vic Beasley,"$3,623,807  "
Da'Ron Payne,"$3,604,590  "
Ed Dickson,"$3,566,667  "
Vernon Hargreaves,"$3,544,415  "
Chris Thompson,"$3,503,400  "
Steve McLendon,"$3,500,000  "
Mike Pennel,"$3,500,000  "
Mitch Unrein,"$3,500,000  "
Johnny Hekker,"$3,500,000  "
Tavon Wilson,"$3,500,000  "
Vincent Rey,"$3,500,000  "
Wesley Woodyard,"$3,500,000  "
Willie Snead,"$3,500,000  "
Deshaun Watson,"$3,463,570  "
Marcus Davenport,"$3,435,474  "
Cole Beasley,"$3,401,500  "
Sam Martin,"$3,400,069  "
Bryan Anger,"$3,400,000  "
Jonathan Stewart,"$3,400,000  "
Barkevious Mingo,"$3,400,000  "
Alex Okafor,"$3,393,750  "
Haason Reddick,"$3,369,492  "
Kolton Miller,"$3,367,831  "
Matt Bryant,"$3,366,667  "
Chad Henne,"$3,350,000  "
Terrance Mitchell,"$3,333,333  "
Ryan Fitzpatrick,"$3,300,000  "
Ross Cockrell,"$3,300,000  "
Jordan Poyer,"$3,250,000  "
Colt McCoy,"$3,250,000  "
Rex Burkhead,"$3,250,000  "
Sam Koch,"$3,250,000  "
Drew Stanton,"$3,250,000  "
Trae Waynes,"$3,236,092  "
Derek Barnett,"$3,212,693  "
Sheldon Rankins,"$3,200,412  "
Ramon Foster,"$3,200,000  "
Anthony Barr,"$3,185,875  "
Christian Jones,"$3,175,000  "
Tremaine Edmunds,"$3,164,886  "
Malik Hooker,"$3,149,977  "
Johnson Bademosi,"$3,125,000  "
Laremy Tunsil,"$3,114,413  "
